Generation,Best,Average,Min
1,5.4,1.9156000000000002,0.0
2,5.8,2.1628000000000003,0.0
3,4.8,2.2206,0.0
4,7.8,2.2251999999999996,0.0
5,6.0,2.3048,0.0
6,4.6,2.3221999999999996,0.0
7,7.2,2.4943999999999997,1.0
8,6.4,2.4968,0.8
9,6.4,2.7018,0.4
10,7.4,2.932,1.2
